state_abbr.x,state_name,county_name.x,fips,stroke_prev,obesity_prev,chd_prev,high_bp_prev,diabetes_prev,smoking_prev,inactivity_prev,state_abbr.y,county_name.y,uninsured_pct,pcp_rate,preventable_hospital_stays,child_poverty_pct,unemployment_pct
FL,Florida,Martin,12085,2.7,27.9,5.4,26.7,9.4,12.3,20.7,FL,Martin County,0.1350048576,6.940016e-4,2816,0.17,0.0289105608
GA,Georgia,Catoosa,13047,2.9,33.9,5.5,31.7,10.3,14.9,24,GA,Catoosa County,0.1223467983,5.702004e-4,2191,0.14800000000000002,0.0266689857
GA,Georgia,Lowndes,13185,3.8,40.2,6.1,37.3,13.4,16.2,29.9,GA,Lowndes County,0.14261727680000005,5.617224000000001e-4,3021,0.231,0.03481182530000001
GA,Georgia,Twiggs,13289,4.1,39.5,6.4,39,13.7,19,31.1,GA,Twiggs County,0.1453416149,1.2729119999999e-4,3215,0.309,0.04896142429999999
ID,Idaho,Clearwater,16035,3.1,31.8,5.8,29.1,9.2,14.7,22.6,ID,Clearwater County,0.0943232953,0.0013490725,1918,0.191,0.0568347421
IN,Indiana,Clay,18021,3.1,42.9,6.1,36,11.5,18.2,26.1,IN,Clay County,0.06823329560000001,4.922378e-4,3202,0.15900000000000003,0.03425662270000001
KS,Kansas,Jackson,20085,2.9,37.7,5.7,30.6,9.7,16.3,25.5,KS,Jackson County,0.1035075982,6.786817999999998e-4,2125,0.121,0.0233663904
MI,Michigan,Antrim,26009,2.7,36.4,5.4,30.3,8.8,14.1,20.8,MI,Antrim County,0.0676543781,6.719018999999999e-4,2343,0.15700000000000003,0.05356114420000001
NE,Nebraska,Perkins,31135,2.7,40.7,5.3,29.8,9,14.3,24.6,NE,Perkins County,0.1082594494,0.001059322,NA,0.116,0.0165929204
NV,Nevada,Mineral,32021,4.1,38.4,7.3,34.6,12.8,22.2,31.6,NV,Mineral County,0.108056872,0.0010902747,1650,0.226,0.0683477107
NY,New York,Schuyler,36097,3,31.2,5.8,30.2,9.1,15.3,24.1,NY,Schuyler County,0.05521335810000001,6.196484999999999e-4,2648,0.189,0.0391795628
NC,North Carolina,Halifax,37083,4.8,42.6,7.1,42.9,15.2,20.5,33.1,NC,Halifax County,0.1224448609,4.7646670000000006e-4,3306,0.416,0.05177959950000001
ND,North Dakota,Towner,38095,3.3,43.9,6.3,32.8,10.4,17.6,27.3,ND,Towner County,0.0950134771,NA,3600,0.132,0.0200174064
OK,Oklahoma,Kiowa,40075,3.9,42.8,7.4,38.7,13.1,20.5,34.4,OK,Kiowa County,0.13867838740000002,3.567182e-4,4326,0.3,0.036
OK,Oklahoma,Muskogee,40101,4,41.7,7.3,39.5,13.4,21.2,35,OK,Muskogee County,0.1518705405,4.535422e-4,3672,0.265,0.03917115100000001
OK,Oklahoma,Oklahoma,40109,3.3,37.9,6.3,35.9,12,14.5,29.1,OK,Oklahoma County,0.1488416662,8.126976000000001e-4,2439,0.222,0.0315603831
TN,Tennessee,Sullivan,47163,3.2,37.7,6.2,35.5,11.9,19.7,27.2,TN,Sullivan County,0.10502264670000004,0.0012118168,2984,0.19,0.03475211220000001
TX,Texas,Hansford,48195,3.2,37.4,5.9,32.2,12.3,14.1,30.5,TX,Hansford County,0.27108851400000006,5.81508e-4,2546,0.132,0.0260342368
TX,Texas,Menard,48327,3.2,37.6,5.9,32.5,12.1,15,30,TX,Menard County,0.25804038890000003,5.045408999999999e-4,1531,0.344,0.0365135453
VA,Virginia,Nelson,51125,3,NA,5.6,NA,NA,NA,NA,VA,Nelson County,0.1216464891,8.113590000000001e-4,2008,0.17800000000000002,0.0270984798
VA,Virginia,Staunton,51790,3,NA,NA,NA,NA,NA,NA,VA,Staunton city,0.0722394746,4.6763570000000007e-4,1984,0.165,0.0262707912
WV,West Virginia,Ohio,54069,NA,40.1,NA,NA,NA,NA,NA,WV,Ohio County,0.06552445720000001,0.00131654539999999,3501,0.173,0.03813284020000001
WI,Wisconsin,Jefferson,55055,2.7,NA,NA,NA,NA,NA,NA,WI,Jefferson County,0.0609978452,3.884958e-4,2627,0.098,0.0275588847
WI,Wisconsin,Pepin,55091,2.7,NA,NA,NA,NA,NA,NA,WI,Pepin County,0.08830336479999998,6.789787999999998e-4,2635,0.14800000000000002,0.03126503129999999
WI,Wisconsin,Vernon,55123,3.1,NA,NA,NA,NA,NA,NA,WI,Vernon County,0.1244027023,0.0010350962,1825,0.183,0.0281911755
AK,Alaska,Sitka,02220,2.8,29.7,5,30,8.4,13.9,18.4,AK,Sitka Borough,0.14954505430000004,0.0021410729,2905,0.106,0.029652578
AL,Alabama,Covington,01039,3.7,38.1,6.6,39.6,12.8,18.3,29.7,AL,Covington County,0.1103448276,4.7969300000000006e-4,5148,0.224,0.0274341044
CA,California,Fresno,06019,3.4,37.9,6,31.4,12.4,13.4,31,CA,Fresno County,0.07661904020000002,6.758217e-4,3188,0.233,0.07462476140000003
AR,Arkansas,Cleveland,05025,3.6,42.2,6.7,39.4,11.6,18.2,32.4,AR,Cleveland County,0.0831903945,NA,3359,0.208,0.0347085789
AL,Alabama,Marshall,01095,3.4,37.6,6.4,37.5,12.4,16.8,29.7,AL,Marshall County,0.12417450220000002,5.497414e-4,3202,0.215,0.0205583207
CA,California,Colusa,06011,3.3,35.3,5.9,29.6,12.2,13.5,29.8,CA,Colusa County,0.0977555287,2.7376010000000004e-4,3088,0.14200000000000002,0.12991679270000003
CA,California,Placer,06061,2.4,27.2,4.4,27.4,7.9,9.6,17.9,CA,Placer County,0.0372506774,0.0012199854,1698,0.061,0.03725881910000001
AL,Alabama,Coffee,01031,3.5,40.8,6.3,39.5,12.7,16.7,28.8,AL,Coffee County,0.115180798,5.168531000000002e-4,3229,0.21,0.0250677196
AR,Arkansas,Desha,05041,5.2,46.6,8.1,46.7,17.1,23,44.3,AR,Desha County,0.1045673077,4.508566e-4,5233,0.356,0.0460310966
CA,California,Inyo,06027,2.8,28.5,5.2,27.8,9.4,12.4,21.1,CA,Inyo County,0.07341939269999999,6.852926e-4,1198,0.14200000000000002,0.03782166370000001
AK,Alaska,Fairbanks North Star,02090,2.7,35.8,5,31.7,8.3,14.3,21.8,AK,Fairbanks North Star Borough,0.1109260287,8.578034000000001e-4,1286,0.079,0.0380447922
AR,Arkansas,Lawrence,05075,3.8,44.1,7.3,39.1,12,20.6,34.8,AR,Lawrence County,0.09115913559999998,3.0689909999999994e-4,2777,0.245,0.0335600237
AL,Alabama,Lee,01081,3.3,39.9,5.9,38.6,12.7,13.8,25.7,AL,Lee County,0.1004613633,4.965636e-4,2107,0.14900000000000002,0.02293318229999999
AR,Arkansas,Drew,05043,4,45,7.1,41.8,13.5,18.6,35.1,AR,Drew County,0.08651881009999998,9.351257e-4,6173,0.278,0.0415253087
AL,Alabama,Cullman,01043,3.3,36.2,6.3,37.3,11,16.9,25.9,AL,Cullman County,0.1164789446,4.804684e-4,3936,0.213,0.02041586
AL,Alabama,Dallas,01047,5.2,46.5,7.2,49.2,18.1,20.1,36.1,AL,Dallas County,0.0973662639,7.177224e-4,3264,0.465,0.05422176260000001
AL,Alabama,Clarke,01025,4.1,44.2,6.5,43.5,14.9,18.3,32.5,AL,Clarke County,0.1148128868,3.954306e-4,2715,0.28700000000000003,0.04992754579999999
AR,Arkansas,Craighead,05031,3.4,39.6,6.4,38.5,11.2,16.2,30.9,AR,Craighead County,0.0993340082,0.0012297492,3794,0.231,0.0274602732
AL,Alabama,Bibb,01007,4,43.7,7,42.4,13.9,19.9,31.9,AL,Bibb County,0.1083579882,6.673487999999998e-4,5029,0.214,0.02462380299999999
AR,Arkansas,Nevada,05099,4.4,44.1,7.4,43.7,14.2,21.1,38.3,AR,Nevada County,0.07415694420000002,2.442897e-4,2555,0.31,0.036661699
CA,California,Amador,06005,2.8,29.5,5.2,29.3,8.6,12.4,20.5,CA,Amador County,0.0572942477,4.605056e-4,1811,0.139,0.0507497917
CA,California,Nevada,06057,2.7,27.6,5,28.1,8,11.5,18.2,CA,Nevada County,0.0621219011,7.247287e-4,1634,0.128,0.03917031820000001
AR,Arkansas,Hempstead,05057,4,45.8,6.8,40.5,13.6,18.1,38,AR,Hempstead County,0.1072124756,2.5388440000000004e-4,3607,0.258,0.0336943442
CA,California,Lassen,06035,3.4,34.3,6.2,31.5,10.6,16.2,25.6,CA,Lassen County,0.05964685620000001,2.714195e-4,2997,0.172,0.0519480519
AR,Arkansas,Cross,05037,4.1,44.8,7.2,41.5,13.4,20,36.9,AR,Cross County,0.1046994041,4.196391e-4,4546,0.254,0.03403755870000001
AZ,Arizona,Mohave,04015,3.3,33.3,5.9,31,9.7,17.1,26.6,AZ,Mohave County,0.1410078056,5.328629e-4,1946,0.227,0.0450922493
AR,Arkansas,Saline,05125,2.9,34.4,5.7,35.5,9.5,14.3,27.8,AR,Saline County,0.0821864665,3.9127070000000006e-4,3492,0.121,0.0272414187
AR,Arkansas,Mississippi,05093,4.1,46.7,7,43.4,13.4,19.1,35.8,AR,Mississippi County,0.0839973334,3.529916e-4,4200,0.311,0.0492370052
AR,Arkansas,Sebastian,05131,3.4,36.4,6.5,37.3,11.5,16.5,32.5,AR,Sebastian County,0.113834551,0.00130841119999999,3224,0.17700000000000002,0.03398327689999999
AL,Alabama,Franklin,01059,3.9,42.2,7.2,39.9,13.9,19.5,32.7,AL,Franklin County,0.13699785340000004,4.06085e-4,5425,0.344,0.0256896189
CA,California,Alameda,06001,2.5,22.5,4.3,26.5,10.1,9.2,20.1,CA,Alameda County,0.0449517881,0.0011203744,2102,0.09,0.04074920529999999
AL,Alabama,Monroe,01099,4.5,43.9,7.1,44.7,15.6,20.4,34.7,AL,Monroe County,0.1147275306,4.580619e-4,3745,0.279,0.0427815138
CA,California,Humboldt,06023,3.2,32.1,5.9,29.9,10,15,23.2,CA,Humboldt County,0.0695626817,6.089061999999998e-4,2054,0.185,0.0460073065
AK,Alaska,Kenai Peninsula,02122,2.9,32,5.5,30.3,7.9,16.2,20.3,AK,Kenai Peninsula Borough,0.14523950080000003,8.031188e-4,NA,0.121,0.0471778488
AL,Alabama,Mobile,01097,3.7,39,6.1,39.6,14.1,15.7,29.7,AL,Mobile County,0.1176122841,7.117386e-4,3646,0.24800000000000005,0.0310043278
AZ,Arizona,Maricopa,04013,2.7,30.6,5,28.6,9.6,11,20,AZ,Maricopa County,0.1247096348,6.991967999999999e-4,2118,0.139,0.0342015741
AR,Arkansas,White,05145,3.5,40,6.7,37.1,10.9,17.9,31.6,AR,White County,0.1012278265,6.605618999999999e-4,4160,0.196,0.0346930318
AL,Alabama,Chambers,01017,4.1,41.6,6.5,42.8,14.5,18.2,32.5,AL,Chambers County,0.12738072429999997,4.053154e-4,3244,0.26,0.02384464109999999
AZ,Arizona,Yavapai,04025,2.8,27.6,5.1,27,8,12.9,19.9,AZ,Yavapai County,0.16141115360000002,5.531407e-4,1719,0.17,0.0361016452
AL,Alabama,Bullock,01011,6.2,51,8.8,52.4,21.3,24.9,42.7,AL,Bullock County,0.1140909091,1.937984e-4,4377,0.398,0.0237777778
AR,Arkansas,Fulton,05049,3.9,39.7,7.7,39.6,12.4,21.4,34.5,AR,Fulton County,0.0927137871,4.116921000000001e-4,3298,0.24900000000000003,0.03847004199999999
AR,Arkansas,Independence,05063,3.5,42,6.8,37.2,11.4,17.8,34.1,AR,Independence County,0.0976523969,7.687617999999999e-4,3666,0.181,0.03409765950000001
AR,Arkansas,Madison,05087,3.5,40.6,6.9,38.4,11.3,19.3,33.4,AR,Madison County,0.0992715326,2.948113e-4,1447,0.205,0.0255114928
AL,Alabama,Dale,01045,3.8,41.5,6.6,40.5,13.7,18,30.6,AL,Dale County,0.1049121135,2.837339e-4,2899,0.22,0.0253325785
AK,Alaska,Denali,02068,2.8,29.9,5.4,29.9,7.7,15.2,20.4,AK,Denali Borough,0.1260806916,6.277463999999999e-4,NA,0.113,0.05955811720000002
AL,Alabama,Lauderdale,01077,3.2,36.7,5.9,35.9,11,15.4,25.8,AL,Lauderdale County,0.1064372475,5.423051e-4,3140,0.168,0.0253922044
AK,Alaska,Ketchikan Gateway,02130,2.9,37.4,5.3,30.9,8.6,16,21,AK,Ketchikan Gateway Borough,0.15529010240000005,0.0012360041,1898,0.117,0.036757228
AR,Arkansas,Marion,05089,3.5,37.8,7,35.1,11.1,18.8,31.3,AR,Marion County,0.09990999099999998,2.9449880000000003e-4,2167,0.26,0.0411570248
AZ,Arizona,Apache,04001,5.2,36,7.8,32.7,15.3,23.1,27.8,AZ,Apache County,0.13029710350000004,4.1144110000000005e-4,3982,0.357,0.0788163868
CA,California,Contra Costa,06013,2.6,27.8,4.5,27.5,9.6,9.3,22.7,CA,Contra Costa County,0.052402156,0.0010142817,2152,0.101,0.041348686
AR,Arkansas,Woodruff,05147,4.3,39.3,7.4,41.4,13.7,21.3,37.7,AR,Woodruff County,0.0904219692,3.2701109999999997e-4,4959,0.348,0.03552585299999999
AZ,Arizona,Cochise,04003,3.2,31.8,5.8,31.9,10.6,13.4,24.2,AZ,Cochise County,0.1118610324,5.791352999999999e-4,1596,0.196,0.045336291200000003
AR,Arkansas,Newton,05101,3.4,38.7,6.8,37.7,10.9,18.7,31.1,AR,Newton County,0.0911554093,NA,1847,0.271,0.0338451896
AL,Alabama,Baldwin,01003,2.9,35,5.5,37,10.4,13.3,23.7,AL,Baldwin County,0.10212342050000002,6.26844e-4,2888,0.141,0.0227949698
AR,Arkansas,Searcy,05129,4,39.7,7.8,39.4,12.5,21.7,35.3,AR,Searcy County,0.0920985556,2.538071e-4,2683,0.281,0.0434782609
AR,Arkansas,Union,05139,3.9,39.4,6.7,41,13,18.1,34.5,AR,Union County,0.08845869459999997,6.259781e-4,2906,0.24,0.0463697376
AR,Arkansas,Ouachita,05103,4.1,43.4,6.9,42.7,13.9,18.7,35.8,AR,Ouachita County,0.0789770367,5.828028e-4,2110,0.253,0.0386332953
AL,Alabama,Geneva,01061,3.8,42.2,7,39.1,13,19.8,30.1,AL,Geneva County,0.1210851975,2.9961420000000004e-4,3186,0.27,0.0244293866
AL,Alabama,Fayette,01057,3.8,40.6,6.9,40.9,13.1,19.4,30.6,AL,Fayette County,0.1155548403,9.908348000000002e-4,3940,0.22,0.0288666059
AL,Alabama,Limestone,01083,3,39,5.6,37.3,10.9,14,24.5,AL,Limestone County,0.09231753879999996,3.4413159999999995e-4,2758,0.113,0.0206563552
AR,Arkansas,Dallas,05039,3.8,42.1,6.2,41.3,12.7,17.1,35,AR,Dallas County,0.09095084979999998,1.5852890000000002e-4,2742,0.269,0.039289762
AL,Alabama,St. Clair,01115,3.1,39.2,5.8,37.2,10.9,15.2,26.3,AL,St. Clair County,0.0957893482,1.832924e-4,3986,0.14300000000000002,0.0213632938
AL,Alabama,Sumter,01119,5.1,50,7.1,49.1,18.2,18.8,35.7,AL,Sumter County,0.09351829709999998,5.754686e-4,2666,0.454,0.0368673647
AR,Arkansas,Lonoke,05085,3,35.7,5.8,36.5,10.1,15.9,30.3,AR,Lonoke County,0.08597970340000001,1.4721230000000002e-4,2812,0.118,0.0273764477
AK,Alaska,Bristol Bay,02060,3.2,34.5,5.9,31.2,9.1,16.7,20.7,AK,Bristol Bay Borough,0.16916780350000002,0,334,0.18,0.0368763557
AZ,Arizona,Greenlee,04011,2.7,33,5,28.7,10.1,11.6,23.1,AZ,Greenlee County,0.0930557319,6.380263999999999e-4,1471,0.096,0.0285895807
AR,Arkansas,Prairie,05117,3.5,40.5,6.6,38.6,11.3,18.1,32.1,AR,Prairie County,0.0899286544,1.2292559999999998e-4,3165,0.224,0.0309483248
AR,Arkansas,Benton,05007,2.7,35.1,5.3,31.7,9.8,11.6,25.4,AR,Benton County,0.10600215720000002,5.958623000000001e-4,2149,0.09,0.0244269193
AL,Alabama,Barbour,01005,4.7,47.1,7.4,45.4,16.5,20.8,34.5,AL,Barbour County,0.1211704165,4.005768e-4,3560,0.348,0.0443101712
CA,California,San Bernardino,06071,3.2,33.3,5.6,31.6,11.8,12.4,26.4,CA,San Bernardino County,0.08723058620000002,5.886883e-4,2823,0.17400000000000002,0.04651832710000001
AR,Arkansas,Sevier,05133,4,41.5,7.6,37.6,13.7,19.1,40,AR,Sevier County,0.15469904960000003,4.435152000000001e-4,2954,0.243,0.037690752
CA,California,Alpine,06003,2.7,28.7,5.1,27.9,8.5,11.6,18,CA,Alpine County,0.0602836879,0,968,0.268,0.06481481479999998
AL,Alabama,Washington,01129,3.8,41,6.4,40.8,13.3,17.9,29.9,AL,Washington County,0.0987920621,6.60197e-5,4398,0.262,0.0256830601
CA,California,Lake,06033,3.4,32.8,6.1,32,10.7,15.6,25.9,CA,Lake County,0.07506588130000001,4.217200000000001e-4,2038,0.21600000000000005,0.0578624678
AR,Arkansas,Perry,05105,3.4,38.6,6.6,36.7,10.8,18,32,AR,Perry County,0.0912293947,2.007226e-4,3292,0.209,0.0360381307
AL,Alabama,Calhoun,01015,3.6,39.1,6.4,41.5,12.9,17,31,AL,Calhoun County,0.1183334269,5.863484e-4,3587,0.28500000000000003,0.0281949934
AL,Alabama,Shelby,01117,2.5,31.6,4.8,36.4,9.6,10.6,19.9,AL,Shelby County,0.07561716040000001,7.712581000000001e-4,2771,0.094,0.0184491585
AR,Arkansas,Ashley,05003,4.2,45.2,7.3,42.1,14.2,20.7,39.4,AR,Ashley County,0.1015127951,4.284031e-4,4285,0.252,0.0562790698
AL,Alabama,Randolph,01111,3.6,38,6.5,39.7,12.7,17.6,28.2,AL,Randolph County,0.1272769734,2.7286370000000006e-4,3389,0.25,0.0244889488
CA,California,Imperial,06025,3.6,35.2,6.3,32.5,14.6,13.3,35.1,CA,Imperial County,0.08595467290000001,2.502071e-4,2399,0.221,0.17268807819999998
CA,California,Napa,06055,2.6,28.2,4.9,27.7,9.3,10.6,22.2,CA,Napa County,0.0735834682,9.837967e-4,1762,0.093,0.03534658829999999
AK,Alaska,Yukon-Koyukuk,02290,4.7,36.6,8,37.1,13.9,27.5,28.3,AK,Yukon-Koyukuk Census Area,0.1913116124,1.895735e-4,1093,0.24800000000000005,0.0903010033
CA,California,Riverside,06065,3,37,5.4,31.2,11.3,11.6,26.9,CA,Riverside County,0.08340442990000001,4.620901e-4,2355,0.141,0.0479967112
AL,Alabama,Conecuh,01035,4.8,46.8,7.6,46.5,16.8,21.5,36.6,AL,Conecuh County,0.1057656996,4.413842000000001e-4,8851,0.4310000000000001,0.03545433199999999
AL,Alabama,Jefferson,01073,3.6,37.6,5.7,40,13.5,14.1,27.4,AL,Jefferson County,0.0960067357,0.0011110778,3161,0.215,0.0245276408
AL,Alabama,Winston,01133,3.8,39,7.1,39.5,12.7,20.2,31.8,AL,Winston County,0.1168619792,3.805175e-4,6881,0.24,0.02728764869999999
AR,Arkansas,Lincoln,05079,4.1,42.8,7.4,42.9,13.5,20.2,36.1,AR,Lincoln County,0.100069979,7.670479999999999e-5,3988,0.24800000000000005,0.03992343449999999
AR,Arkansas,Baxter,05005,3.4,38.2,6.8,36.2,10.3,17.9,29.8,AR,Baxter County,0.1081818492,8.542141000000001e-4,3174,0.206,0.03582054029999999
AZ,Arizona,La Paz,04012,3.6,36.1,6.4,31,11.5,16.7,28.1,AZ,La Paz County,0.16938753150000002,3.656753e-4,2295,0.29300000000000004,0.04761904760000001
AR,Arkansas,Crittenden,05035,4.4,46.8,6.9,44.7,14.8,18.8,38,AR,Crittenden County,0.0934291049,2.7354020000000003e-4,2811,0.29300000000000004,0.0421455939
AL,Alabama,Marengo,01091,4.4,43.2,6.8,45.7,16.1,18,32.7,AL,Marengo County,0.1024383505,4.211413e-4,2883,0.33099999999999996,0.0333553065
CA,California,Mariposa,06043,3,30.9,5.5,29,9.4,13.3,22,CA,Mariposa County,0.067219075,2.33277e-4,2415,0.21900000000000003,0.0509009601
AZ,Arizona,Navajo,04017,4.2,37.9,6.8,35.3,12.3,19.5,25.2,AZ,Navajo County,0.15404321970000004,6.287738e-4,2333,0.29000000000000004,0.0566569412
AL,Alabama,Russell,01113,4.3,42.7,6.6,43.7,15.3,18.1,32.3,AL,Russell County,0.11745959479999998,1.7029390000000003e-4,2833,0.267,0.0275583864
CA,California,Los Angeles,06037,3,26.4,4.8,28.4,11.6,11.3,25.7,CA,Los Angeles County,0.0938034339,7.539516e-4,2572,0.17600000000000002,0.0502513244
AK,Alaska,Yakutat,02282,3.7,34.6,6.6,33.8,10.6,20.3,25.2,AK,Yakutat Borough,0.1930783242,0,NA,0.26,0.0603174603
AR,Arkansas,Pope,05115,3.4,45.3,6.7,36.3,11.4,17.1,33.2,AR,Pope County,0.1103772114,6.427439999999999e-4,2558,0.16,0.0386260077
AK,Alaska,Bethel,02050,5.4,39.4,8.6,39.7,14.7,31.2,34.4,AK,Bethel Census Area,0.1416339356,8.622083000000002e-4,3193,0.362,0.0971377725
AR,Arkansas,Crawford,05033,3.3,38.7,6.6,37.4,10.9,17.1,29.9,AR,Crawford County,0.0932823112,3.478088e-4,3184,0.183,0.0336426039
AR,Arkansas,Hot Spring,05059,3.6,36.9,6.8,38.5,11.6,18.9,32.8,AR,Hot Spring County,0.08446070970000001,2.413419e-4,2601,0.21700000000000003,0.03546409809999999
CA,California,Plumas,06063,3,30.1,5.5,29.4,9,13.7,21.2,CA,Plumas County,0.06181349900000001,7.532011e-4,1798,0.182,0.0727468678
AK,Alaska,North Slope,02185,3.5,41.2,6.3,35.3,11,19.9,24.1,AK,North Slope Borough,0.1469318182,3.645643e-4,NA,0.14200000000000002,0.04928198429999999
AZ,Arizona,Coconino,04005,3.3,25.3,5.5,28.4,9.8,12.9,16.8,AZ,Coconino County,0.1381327883,8.203954e-4,1696,0.209,0.0419991488
AR,Arkansas,Greene,05055,3.5,42.3,6.8,39.3,11,18.8,33.9,AR,Greene County,0.07981060999999999,4.965779e-4,4074,0.191,0.033108211
AZ,Arizona,Pinal,04021,3,38.7,5.4,31.6,10.9,12.7,24.4,AZ,Pinal County,0.13217222639999998,1.77953e-4,2093,0.124,0.0411207724
AZ,Arizona,Pima,04019,2.9,32.2,5.2,30.1,9.5,11.3,21.6,AZ,Pima County,0.1130348635,8.706976e-4,1707,0.17900000000000002,0.03826142539999999
AK,Alaska,Kusilvak,02158,6.2,47,9.6,41.5,18,36.9,38.5,AK,Kusilvak Census Area,0.1389707156,NA,4240,0.365,0.15056570930000002
AL,Alabama,Cleburne,01029,3.4,37.1,6.5,37,11.7,18,28.7,AL,Cleburne County,0.1238729591,2.6484800000000004e-4,3879,0.21700000000000003,0.02272360999999999
AK,Alaska,Kodiak Island,02150,2.9,31.4,5.2,30.2,9.3,15,22.8,AK,Kodiak Island Borough,0.17836506580000003,0.0014076797,910,0.088,0.04411764710000001
AK,Alaska,Prince of Wales-Hyder,02198,3.9,37.7,6.9,33.2,11,22,25.1,AK,Prince of Wales-Hyder Census Area,0.1913445174,0.0017455053,NA,0.221,0.0674157303
AR,Arkansas,Clay,05021,3.5,40.2,6.9,36.8,11.1,19,33.5,AR,Clay County,0.0959713518,6.96864e-5,5391,0.223,0.0412562721
AR,Arkansas,Monroe,05095,4.3,43.7,7.1,43.8,14.3,20,36.8,AR,Monroe County,0.11099627950000002,4.489002e-4,3637,0.381,0.0393509128
CA,California,El Dorado,06017,2.5,27.4,4.7,26.5,8,10.6,17.9,CA,El Dorado County,0.051702803,7.556115000000001e-4,2043,0.07800000000000001,0.0395751041
AK,Alaska,Skagway,02230,2.7,35,5.1,29.7,7.8,14.6,19.9,AK,Skagway Municipality,0.1586757991,0,2321,0.089,0.05821474770000001
CA,California,Madera,06039,3.6,36.7,6.4,31.8,12.8,14.9,31.6,CA,Madera County,0.09576325280000002,4.7048490000000005e-4,2666,0.242,0.07479051800000001
AK,Alaska,Northwest Arctic,02188,4.8,40.9,7.9,38.1,14.6,28.6,30.8,AK,Northwest Arctic Borough,0.16601815820000002,7.936508e-4,NA,0.23,0.0963253657
AR,Arkansas,Faulkner,05045,3.1,41.1,5.9,36,10.9,14.6,27.1,AR,Faulkner County,0.07585229959999999,5.914984000000001e-4,2654,0.15400000000000005,0.02882256109999999
AL,Alabama,Chilton,01021,3.4,39.8,6.3,39,12,17.1,30,AL,Chilton County,0.13181745480000004,2.208773e-4,2652,0.215,0.0219287439
AL,Alabama,Perry,01105,5.8,54,8.2,51.9,20.5,23.3,40.3,AL,Perry County,0.1012900976,3.590664e-4,4058,0.503,0.0500167842
CA,California,Orange,06059,2.6,23.9,4.8,26.4,10.1,9.3,23.4,CA,Orange County,0.0733022363,9.962722e-4,1723,0.11,0.0355333623
AR,Arkansas,Garland,05051,3.3,39.3,6.4,37.8,11.1,16.1,28.3,AR,Garland County,0.1003282393,8.272700000000001e-4,2680,0.29400000000000004,0.0369016117
AL,Alabama,Macon,01087,4.8,49.1,6.6,48.4,17.7,17.9,34.8,AL,Macon County,0.0961538462,3.175443e-4,3060,0.406,0.03189493429999999
AL,Alabama,Greene,01063,6.1,53.4,8.2,52.4,21.1,23.8,42,AL,Greene County,0.09273512300000002,3.932363e-4,2780,0.468,0.0477025605
AK,Alaska,Copper River,02066,3.2,33.1,6,32.2,8.9,17.9,21.7,AK,Copper River Census Area,0.142787761,3.802281e-4,NA,0.201,0.0761973875
AL,Alabama,Clay,01027,3.7,42.4,6.8,40.6,12.9,18.7,30.5,AL,Clay County,0.1055630936,2.818887000000001e-4,2579,0.25,0.02354920099999999
AR,Arkansas,Randolph,05121,3.8,41.4,7.3,38.4,12.2,20.5,36.1,AR,Randolph County,0.1039072848,5.300821999999999e-4,3522,0.236,0.03547703179999999
AK,Alaska,Matanuska-Susitna,02170,3,37,5.7,30.4,8.3,17,22.5,AK,Matanuska-Susitna Borough,0.14669521950000003,4.878666e-4,1814,0.105,0.0482599075
AL,Alabama,Walker,01127,3.5,35.7,6.7,38.6,12.2,18.9,30.6,AL,Walker County,0.1233731922,4.628344e-4,4238,0.233,0.0264438992
CA,California,Butte,06007,3.1,30.6,5.7,30.5,9.9,13.9,22.7,CA,Butte County,0.07565789469999999,5.856684e-4,3342,0.208,0.0524643673
AR,Arkansas,Phillips,05107,5.2,48.6,7.8,49,17.2,21.8,41.9,AR,Phillips County,0.08686623980000001,6.286936e-4,2429,0.452,0.06488549619999999
AL,Alabama,Montgomery,01101,4,46.3,6,43.8,14.8,14.8,29.9,AL,Montgomery County,0.1125308519,9.673136e-4,3364,0.26,0.02812653239999999
AR,Arkansas,Poinsett,05111,3.9,41.3,7.3,38.2,12.1,20.8,37.1,AR,Poinsett County,0.0920316101,8.826130000000001e-5,4923,0.271,0.0332761924
AR,Arkansas,Carroll,05015,3.4,37.7,6.8,37.4,11.4,17.5,34.5,AR,Carroll County,0.14273923610000006,6.681905999999999e-4,1668,0.194,0.0293519798
AR,Arkansas,Lafayette,05073,4.7,46.3,7.9,43.9,15.3,22.6,40.4,AR,Lafayette County,0.11848021579999998,3.2451729999999996e-4,3566,0.306,0.0486142662
CA,California,Calaveras,06009,3,29.8,5.5,28.2,9.1,13.9,22.2,CA,Calaveras County,0.06935284729999998,3.8943339999999993e-4,1876,0.15500000000000003,0.04217525960000001
AK,Alaska,Aleutians West,02016,3.1,30.5,5.7,32.2,11.4,14.9,25.6,AK,Aleutians West Census Area,0.16700111480000002,5.930026e-4,NA,0.048,0.0301153954
AR,Arkansas,Bradley,05011,4.2,42.6,7.2,42.9,14.3,19.3,38.6,AR,Bradley County,0.1219176368,5.764796000000001e-4,2867,0.28700000000000003,0.0463215259
AR,Arkansas,Franklin,05047,3.7,39.8,7.1,38.5,11.7,20,33.5,AR,Franklin County,0.0954432598,3.4938570000000004e-4,3823,0.237,0.032149583
AL,Alabama,Henry,01067,3.7,41.2,6.3,40.4,12.8,17.1,29.1,AL,Henry County,0.1127886987,3.436623e-4,3857,0.227,0.0263493413
